,datetime,OPR_DT,OPR_HR,MW
27365,2022-01-18 03:00:00-08:00,1/18/2022,4,44.27067
27366,2022-01-18 04:00:00-08:00,1/18/2022,5,44.5875
27378,2022-01-18 05:00:00-08:00,1/18/2022,6,50.69939
27377,2022-01-18 06:00:00-08:00,1/18/2022,7,65.00997
27379,2022-01-18 07:00:00-08:00,1/18/2022,8,66.42111
27364,2022-01-18 08:00:00-08:00,1/18/2022,9,51.00731
27367,2022-01-18 09:00:00-08:00,1/18/2022,10,44.14946
27368,2022-01-18 10:00:00-08:00,1/18/2022,11,39.39463
27374,2022-01-18 11:00:00-08:00,1/18/2022,12,35.62994
27375,2022-01-18 12:00:00-08:00,1/18/2022,13,33.54465
27369,2022-01-18 13:00:00-08:00,1/18/2022,14,31.47359
27383,2022-01-18 14:00:00-08:00,1/18/2022,15,33.30979
27360,2022-01-18 15:00:00-08:00,1/18/2022,16,43.09976
27376,2022-01-18 16:00:00-08:00,1/18/2022,17,58.31454
27372,2022-01-18 17:00:00-08:00,1/18/2022,18,71.92353
27370,2022-01-18 18:00:00-08:00,1/18/2022,19,70.56947
27362,2022-01-18 19:00:00-08:00,1/18/2022,20,63.71203
27382,2022-01-18 20:00:00-08:00,1/18/2022,21,60.19048
27361,2022-01-18 21:00:00-08:00,1/18/2022,22,55.26179
27363,2022-01-18 22:00:00-08:00,1/18/2022,23,52.99782
27373,2022-01-18 23:00:00-08:00,1/18/2022,24,50.61478
27482,2022-01-19 00:00:00-08:00,1/19/2022,1,45.09646
27485,2022-01-19 01:00:00-08:00,1/19/2022,2,45.04717
27488,2022-01-19 02:00:00-08:00,1/19/2022,3,44.43018
27489,2022-01-19 03:00:00-08:00,1/19/2022,4,43.93385
27495,2022-01-19 04:00:00-08:00,1/19/2022,5,45.40025
27490,2022-01-19 05:00:00-08:00,1/19/2022,6,49.66469
27491,2022-01-19 06:00:00-08:00,1/19/2022,7,68.08256
27486,2022-01-19 07:00:00-08:00,1/19/2022,8,69.52764
27500,2022-01-19 08:00:00-08:00,1/19/2022,9,47.55278
27497,2022-01-19 09:00:00-08:00,1/19/2022,10,42.07797
27501,2022-01-19 10:00:00-08:00,1/19/2022,11,38.07865
27487,2022-01-19 11:00:00-08:00,1/19/2022,12,33.56538
27498,2022-01-19 12:00:00-08:00,1/19/2022,13,31.06665
27492,2022-01-19 13:00:00-08:00,1/19/2022,14,31.81974
27493,2022-01-19 14:00:00-08:00,1/19/2022,15,37.63561
27494,2022-01-19 15:00:00-08:00,1/19/2022,16,45.48576
27480,2022-01-19 16:00:00-08:00,1/19/2022,17,63.68396
27483,2022-01-19 17:00:00-08:00,1/19/2022,18,79.05223
27496,2022-01-19 18:00:00-08:00,1/19/2022,19,77.29461
27499,2022-01-19 19:00:00-08:00,1/19/2022,20,68.23695
27502,2022-01-19 20:00:00-08:00,1/19/2022,21,61.43541
27481,2022-01-19 21:00:00-08:00,1/19/2022,22,55.40004
27503,2022-01-19 22:00:00-08:00,1/19/2022,23,52.12371
27484,2022-01-19 23:00:00-08:00,1/19/2022,24,50.63883
27612,2022-01-20 00:00:00-08:00,1/20/2022,1,44.48994
27605,2022-01-20 01:00:00-08:00,1/20/2022,2,43.60177
27606,2022-01-20 02:00:00-08:00,1/20/2022,3,43.21207
27623,2022-01-20 03:00:00-08:00,1/20/2022,4,42.86614
27607,2022-01-20 04:00:00-08:00,1/20/2022,5,45.60143
27616,2022-01-20 05:00:00-08:00,1/20/2022,6,51.50452
27613,2022-01-20 06:00:00-08:00,1/20/2022,7,68.16062
27610,2022-01-20 07:00:00-08:00,1/20/2022,8,67.14049
27600,2022-01-20 08:00:00-08:00,1/20/2022,9,45.90551
27604,2022-01-20 09:00:00-08:00,1/20/2022,10,36.30811
27601,2022-01-20 10:00:00-08:00,1/20/2022,11,28.05042
27603,2022-01-20 11:00:00-08:00,1/20/2022,12,23.8606
27615,2022-01-20 12:00:00-08:00,1/20/2022,13,22.36057
27614,2022-01-20 13:00:00-08:00,1/20/2022,14,22.08027
27622,2022-01-20 14:00:00-08:00,1/20/2022,15,24.87322
27611,2022-01-20 15:00:00-08:00,1/20/2022,16,40.0
27602,2022-01-20 16:00:00-08:00,1/20/2022,17,60.61706
27617,2022-01-20 17:00:00-08:00,1/20/2022,18,74.85303
27608,2022-01-20 18:00:00-08:00,1/20/2022,19,70.45834
27609,2022-01-20 19:00:00-08:00,1/20/2022,20,64.71624
27618,2022-01-20 20:00:00-08:00,1/20/2022,21,58.06613
27620,2022-01-20 21:00:00-08:00,1/20/2022,22,53.78841
27621,2022-01-20 22:00:00-08:00,1/20/2022,23,51.09424
27619,2022-01-20 23:00:00-08:00,1/20/2022,24,49.78504
27740,2022-01-21 00:00:00-08:00,1/21/2022,1,44.92501
27732,2022-01-21 01:00:00-08:00,1/21/2022,2,42.37096
27741,2022-01-21 02:00:00-08:00,1/21/2022,3,41.14507
27724,2022-01-21 03:00:00-08:00,1/21/2022,4,39.94429
27737,2022-01-21 04:00:00-08:00,1/21/2022,5,41.6354
27742,2022-01-21 05:00:00-08:00,1/21/2022,6,47.11661
27727,2022-01-21 06:00:00-08:00,1/21/2022,7,64.36521
27720,2022-01-21 07:00:00-08:00,1/21/2022,8,60.81658
27731,2022-01-21 08:00:00-08:00,1/21/2022,9,44.61694
27733,2022-01-21 09:00:00-08:00,1/21/2022,10,32.43193
27743,2022-01-21 10:00:00-08:00,1/21/2022,11,28.24034
27722,2022-01-21 11:00:00-08:00,1/21/2022,12,23.74441
27739,2022-01-21 12:00:00-08:00,1/21/2022,13,21.82561
27734,2022-01-21 13:00:00-08:00,1/21/2022,14,19.5044
27728,2022-01-21 14:00:00-08:00,1/21/2022,15,21.40805
27723,2022-01-21 15:00:00-08:00,1/21/2022,16,37.0443
27736,2022-01-21 16:00:00-08:00,1/21/2022,17,52.76222
27725,2022-01-21 17:00:00-08:00,1/21/2022,18,65.06919
27729,2022-01-21 18:00:00-08:00,1/21/2022,19,60.12038
27738,2022-01-21 19:00:00-08:00,1/21/2022,20,55.0
27726,2022-01-21 20:00:00-08:00,1/21/2022,21,51.79
27730,2022-01-21 21:00:00-08:00,1/21/2022,22,50.04163
27721,2022-01-21 22:00:00-08:00,1/21/2022,23,46.63007
27735,2022-01-21 23:00:00-08:00,1/21/2022,24,45.54093
27855,2022-01-22 00:00:00-08:00,1/22/2022,1,45.08866
27851,2022-01-22 01:00:00-08:00,1/22/2022,2,42.23087
27846,2022-01-22 02:00:00-08:00,1/22/2022,3,41.12712
27863,2022-01-22 03:00:00-08:00,1/22/2022,4,41.40188
27845,2022-01-22 04:00:00-08:00,1/22/2022,5,44.07349
27841,2022-01-22 05:00:00-08:00,1/22/2022,6,45.0832
27852,2022-01-22 06:00:00-08:00,1/22/2022,7,52.09726
27842,2022-01-22 07:00:00-08:00,1/22/2022,8,44.23457
27840,2022-01-22 08:00:00-08:00,1/22/2022,9,31.90161
27857,2022-01-22 09:00:00-08:00,1/22/2022,10,11.76982
27844,2022-01-22 10:00:00-08:00,1/22/2022,11,7.39708
27862,2022-01-22 11:00:00-08:00,1/22/2022,12,3.99962
27843,2022-01-22 12:00:00-08:00,1/22/2022,13,2.15113
27861,2022-01-22 13:00:00-08:00,1/22/2022,14,1.53093
27853,2022-01-22 14:00:00-08:00,1/22/2022,15,4.36535
27848,2022-01-22 15:00:00-08:00,1/22/2022,16,25.96662
27847,2022-01-22 16:00:00-08:00,1/22/2022,17,49.39699
27856,2022-01-22 17:00:00-08:00,1/22/2022,18,62.04651
27850,2022-01-22 18:00:00-08:00,1/22/2022,19,63.11377
27849,2022-01-22 19:00:00-08:00,1/22/2022,20,56.46068
27858,2022-01-22 20:00:00-08:00,1/22/2022,21,53.69052
27854,2022-01-22 21:00:00-08:00,1/22/2022,22,51.08145
27860,2022-01-22 22:00:00-08:00,1/22/2022,23,47.57057
27859,2022-01-22 23:00:00-08:00,1/22/2022,24,45.08336
27961,2022-01-23 00:00:00-08:00,1/23/2022,1,45.38314
27975,2022-01-23 01:00:00-08:00,1/23/2022,2,44.11419
27969,2022-01-23 02:00:00-08:00,1/23/2022,3,44.18468
27979,2022-01-23 03:00:00-08:00,1/23/2022,4,43.29305
27960,2022-01-23 04:00:00-08:00,1/23/2022,5,44.38523
27970,2022-01-23 05:00:00-08:00,1/23/2022,6,47.30331
27968,2022-01-23 06:00:00-08:00,1/23/2022,7,52.40458
27983,2022-01-23 07:00:00-08:00,1/23/2022,8,46.04101
27973,2022-01-23 08:00:00-08:00,1/23/2022,9,34.66276
27965,2022-01-23 09:00:00-08:00,1/23/2022,10,12.46688
27980,2022-01-23 10:00:00-08:00,1/23/2022,11,8.66789
27966,2022-01-23 11:00:00-08:00,1/23/2022,12,5.78706
27978,2022-01-23 12:00:00-08:00,1/23/2022,13,4.67299
27967,2022-01-23 13:00:00-08:00,1/23/2022,14,4.83952
27981,2022-01-23 14:00:00-08:00,1/23/2022,15,8.20714
27963,2022-01-23 15:00:00-08:00,1/23/2022,16,31.26183
27982,2022-01-23 16:00:00-08:00,1/23/2022,17,53.14579
27964,2022-01-23 17:00:00-08:00,1/23/2022,18,65.78228
27971,2022-01-23 18:00:00-08:00,1/23/2022,19,67.25621
27962,2022-01-23 19:00:00-08:00,1/23/2022,20,58.30158
27974,2022-01-23 20:00:00-08:00,1/23/2022,21,54.57477
27972,2022-01-23 21:00:00-08:00,1/23/2022,22,50.46527
27976,2022-01-23 22:00:00-08:00,1/23/2022,23,45.60587
27977,2022-01-23 23:00:00-08:00,1/23/2022,24,43.54853
28091,2022-01-24 00:00:00-08:00,1/24/2022,1,44.45224
28094,2022-01-24 01:00:00-08:00,1/24/2022,2,43.07908
28081,2022-01-24 02:00:00-08:00,1/24/2022,3,42.98591
28086,2022-01-24 03:00:00-08:00,1/24/2022,4,42.31589
28100,2022-01-24 04:00:00-08:00,1/24/2022,5,44.61403
28096,2022-01-24 05:00:00-08:00,1/24/2022,6,49.07143
28082,2022-01-24 06:00:00-08:00,1/24/2022,7,67.03799
28083,2022-01-24 07:00:00-08:00,1/24/2022,8,62.76265
28095,2022-01-24 08:00:00-08:00,1/24/2022,9,44.9102
28102,2022-01-24 09:00:00-08:00,1/24/2022,10,37.61287
28080,2022-01-24 10:00:00-08:00,1/24/2022,11,32.49683
28098,2022-01-24 11:00:00-08:00,1/24/2022,12,25.13602
28088,2022-01-24 12:00:00-08:00,1/24/2022,13,21.9741
28085,2022-01-24 13:00:00-08:00,1/24/2022,14,20.78133
28089,2022-01-24 14:00:00-08:00,1/24/2022,15,23.84021
28090,2022-01-24 15:00:00-08:00,1/24/2022,16,39.32098
28099,2022-01-24 16:00:00-08:00,1/24/2022,17,57.07
28093,2022-01-24 17:00:00-08:00,1/24/2022,18,77.78618
28103,2022-01-24 18:00:00-08:00,1/24/2022,19,70.4622
28087,2022-01-24 19:00:00-08:00,1/24/2022,20,63.52131
28097,2022-01-24 20:00:00-08:00,1/24/2022,21,57.51286
28092,2022-01-24 21:00:00-08:00,1/24/2022,22,52.35049
28101,2022-01-24 22:00:00-08:00,1/24/2022,23,50.75779
28084,2022-01-24 23:00:00-08:00,1/24/2022,24,47.43919
28218,2022-01-25 00:00:00-08:00,1/25/2022,1,41.7763
28219,2022-01-25 01:00:00-08:00,1/25/2022,2,41.193
28210,2022-01-25 02:00:00-08:00,1/25/2022,3,39.90318
28220,2022-01-25 03:00:00-08:00,1/25/2022,4,40.03107
28214,2022-01-25 04:00:00-08:00,1/25/2022,5,41.13872
28215,2022-01-25 05:00:00-08:00,1/25/2022,6,46.92853
28221,2022-01-25 06:00:00-08:00,1/25/2022,7,63.58456
28223,2022-01-25 07:00:00-08:00,1/25/2022,8,61.47
28209,2022-01-25 08:00:00-08:00,1/25/2022,9,42.21324
28202,2022-01-25 09:00:00-08:00,1/25/2022,10,37.95498
28206,2022-01-25 10:00:00-08:00,1/25/2022,11,31.12368
28203,2022-01-25 11:00:00-08:00,1/25/2022,12,23.0
28212,2022-01-25 12:00:00-08:00,1/25/2022,13,19.79184
28213,2022-01-25 13:00:00-08:00,1/25/2022,14,18.96212
28216,2022-01-25 14:00:00-08:00,1/25/2022,15,21.78
28207,2022-01-25 15:00:00-08:00,1/25/2022,16,35.50808
28217,2022-01-25 16:00:00-08:00,1/25/2022,17,52.81456
28222,2022-01-25 17:00:00-08:00,1/25/2022,18,71.19307
28204,2022-01-25 18:00:00-08:00,1/25/2022,19,66.86753
28208,2022-01-25 19:00:00-08:00,1/25/2022,20,61.16958
28211,2022-01-25 20:00:00-08:00,1/25/2022,21,55.16941
28200,2022-01-25 21:00:00-08:00,1/25/2022,22,50.22298
28201,2022-01-25 22:00:00-08:00,1/25/2022,23,48.40676
28205,2022-01-25 23:00:00-08:00,1/25/2022,24,44.92612
28343,2022-01-26 00:00:00-08:00,1/26/2022,1,44.10875
28334,2022-01-26 01:00:00-08:00,1/26/2022,2,43.25798
28335,2022-01-26 02:00:00-08:00,1/26/2022,3,43.02208
28326,2022-01-26 03:00:00-08:00,1/26/2022,4,42.97157
28323,2022-01-26 04:00:00-08:00,1/26/2022,5,45.16239
28329,2022-01-26 05:00:00-08:00,1/26/2022,6,52.0
28337,2022-01-26 06:00:00-08:00,1/26/2022,7,68.50422
28325,2022-01-26 07:00:00-08:00,1/26/2022,8,63.08
28338,2022-01-26 08:00:00-08:00,1/26/2022,9,45.26545
28342,2022-01-26 09:00:00-08:00,1/26/2022,10,41.03488
28327,2022-01-26 10:00:00-08:00,1/26/2022,11,31.20185
28321,2022-01-26 11:00:00-08:00,1/26/2022,12,27.02315
28339,2022-01-26 12:00:00-08:00,1/26/2022,13,23.3585
28322,2022-01-26 13:00:00-08:00,1/26/2022,14,22.26088
28320,2022-01-26 14:00:00-08:00,1/26/2022,15,25.27085
28324,2022-01-26 15:00:00-08:00,1/26/2022,16,39.33609
28330,2022-01-26 16:00:00-08:00,1/26/2022,17,54.0894
28336,2022-01-26 17:00:00-08:00,1/26/2022,18,70.43
28331,2022-01-26 18:00:00-08:00,1/26/2022,19,65.74363
28332,2022-01-26 19:00:00-08:00,1/26/2022,20,60.72195
28340,2022-01-26 20:00:00-08:00,1/26/2022,21,55.58817
28341,2022-01-26 21:00:00-08:00,1/26/2022,22,51.33368
28333,2022-01-26 22:00:00-08:00,1/26/2022,23,48.74883
28328,2022-01-26 23:00:00-08:00,1/26/2022,24,45.5482
28445,2022-01-27 00:00:00-08:00,1/27/2022,1,47.61696
28443,2022-01-27 01:00:00-08:00,1/27/2022,2,46.08331
28448,2022-01-27 02:00:00-08:00,1/27/2022,3,45.88197
28459,2022-01-27 03:00:00-08:00,1/27/2022,4,44.69311
28458,2022-01-27 04:00:00-08:00,1/27/2022,5,47.78788
28444,2022-01-27 05:00:00-08:00,1/27/2022,6,53.55476
28455,2022-01-27 06:00:00-08:00,1/27/2022,7,72.90843
28457,2022-01-27 07:00:00-08:00,1/27/2022,8,65.62807
28461,2022-01-27 08:00:00-08:00,1/27/2022,9,44.57948
28454,2022-01-27 09:00:00-08:00,1/27/2022,10,36.30254
28441,2022-01-27 10:00:00-08:00,1/27/2022,11,29.06844
28450,2022-01-27 11:00:00-08:00,1/27/2022,12,24.27813
28460,2022-01-27 12:00:00-08:00,1/27/2022,13,21.41475
28453,2022-01-27 13:00:00-08:00,1/27/2022,14,19.11749
28440,2022-01-27 14:00:00-08:00,1/27/2022,15,22.56183
28452,2022-01-27 15:00:00-08:00,1/27/2022,16,35.97435
28442,2022-01-27 16:00:00-08:00,1/27/2022,17,54.32977
28456,2022-01-27 17:00:00-08:00,1/27/2022,18,69.6457
28447,2022-01-27 18:00:00-08:00,1/27/2022,19,68.17827
28463,2022-01-27 19:00:00-08:00,1/27/2022,20,62.75087
28446,2022-01-27 20:00:00-08:00,1/27/2022,21,61.39338
28449,2022-01-27 21:00:00-08:00,1/27/2022,22,54.42415
28462,2022-01-27 22:00:00-08:00,1/27/2022,23,50.99146
28451,2022-01-27 23:00:00-08:00,1/27/2022,24,46.61914
28579,2022-01-28 00:00:00-08:00,1/28/2022,1,59.43213
28578,2022-01-28 01:00:00-08:00,1/28/2022,2,44.24698
28583,2022-01-28 02:00:00-08:00,1/28/2022,3,44.26821
28577,2022-01-28 03:00:00-08:00,1/28/2022,4,44.45619
28572,2022-01-28 04:00:00-08:00,1/28/2022,5,45.88559
28576,2022-01-28 05:00:00-08:00,1/28/2022,6,55.2326
28574,2022-01-28 06:00:00-08:00,1/28/2022,7,71.5765
28573,2022-01-28 07:00:00-08:00,1/28/2022,8,65.17495
28580,2022-01-28 08:00:00-08:00,1/28/2022,9,43.43304
28560,2022-01-28 09:00:00-08:00,1/28/2022,10,35.30821
28563,2022-01-28 10:00:00-08:00,1/28/2022,11,31.57833
28582,2022-01-28 11:00:00-08:00,1/28/2022,12,26.01621
28562,2022-01-28 12:00:00-08:00,1/28/2022,13,25.22644
28571,2022-01-28 13:00:00-08:00,1/28/2022,14,23.28722
28566,2022-01-28 14:00:00-08:00,1/28/2022,15,25.93004
28564,2022-01-28 15:00:00-08:00,1/28/2022,16,38.91854
28581,2022-01-28 16:00:00-08:00,1/28/2022,17,52.56204
28570,2022-01-28 17:00:00-08:00,1/28/2022,18,62.18765
28569,2022-01-28 18:00:00-08:00,1/28/2022,19,65.1861
28575,2022-01-28 19:00:00-08:00,1/28/2022,20,59.33511
28565,2022-01-28 20:00:00-08:00,1/28/2022,21,57.89172
28568,2022-01-28 21:00:00-08:00,1/28/2022,22,54.08552
28561,2022-01-28 22:00:00-08:00,1/28/2022,23,49.75185
28567,2022-01-28 23:00:00-08:00,1/28/2022,24,47.48115
28680,2022-01-29 00:00:00-08:00,1/29/2022,1,51.98205
28703,2022-01-29 01:00:00-08:00,1/29/2022,2,48.19757
28686,2022-01-29 02:00:00-08:00,1/29/2022,3,47.16684
28699,2022-01-29 03:00:00-08:00,1/29/2022,4,47.67887
28683,2022-01-29 04:00:00-08:00,1/29/2022,5,49.58566
28694,2022-01-29 05:00:00-08:00,1/29/2022,6,55.14883
28696,2022-01-29 06:00:00-08:00,1/29/2022,7,64.79077
28685,2022-01-29 07:00:00-08:00,1/29/2022,8,58.65766
28684,2022-01-29 08:00:00-08:00,1/29/2022,9,49.23354
28695,2022-01-29 09:00:00-08:00,1/29/2022,10,45.23851
28693,2022-01-29 10:00:00-08:00,1/29/2022,11,42.14572
28692,2022-01-29 11:00:00-08:00,1/29/2022,12,37.60528
28688,2022-01-29 12:00:00-08:00,1/29/2022,13,34.36568
28687,2022-01-29 13:00:00-08:00,1/29/2022,14,34.80841
28691,2022-01-29 14:00:00-08:00,1/29/2022,15,37.08338
28690,2022-01-29 15:00:00-08:00,1/29/2022,16,44.6888
28701,2022-01-29 16:00:00-08:00,1/29/2022,17,57.09404
28689,2022-01-29 17:00:00-08:00,1/29/2022,18,67.4024
28681,2022-01-29 18:00:00-08:00,1/29/2022,19,71.28767
28698,2022-01-29 19:00:00-08:00,1/29/2022,20,66.77992
28697,2022-01-29 20:00:00-08:00,1/29/2022,21,59.26246
28702,2022-01-29 21:00:00-08:00,1/29/2022,22,55.68647
28700,2022-01-29 22:00:00-08:00,1/29/2022,23,53.04879
28682,2022-01-29 23:00:00-08:00,1/29/2022,24,49.75564
28816,2022-01-30 00:00:00-08:00,1/30/2022,1,47.38285
28806,2022-01-30 01:00:00-08:00,1/30/2022,2,46.85011
28805,2022-01-30 02:00:00-08:00,1/30/2022,3,46.54705
28812,2022-01-30 03:00:00-08:00,1/30/2022,4,47.14787
28819,2022-01-30 04:00:00-08:00,1/30/2022,5,50.16353
28821,2022-01-30 05:00:00-08:00,1/30/2022,6,53.01591
28800,2022-01-30 06:00:00-08:00,1/30/2022,7,59.85302
28820,2022-01-30 07:00:00-08:00,1/30/2022,8,51.80182
28818,2022-01-30 08:00:00-08:00,1/30/2022,9,34.318
28809,2022-01-30 09:00:00-08:00,1/30/2022,10,12.05304
28814,2022-01-30 10:00:00-08:00,1/30/2022,11,6.20048
28804,2022-01-30 11:00:00-08:00,1/30/2022,12,4.99072
28815,2022-01-30 12:00:00-08:00,1/30/2022,13,5.67879
28811,2022-01-30 13:00:00-08:00,1/30/2022,14,6.21122
28813,2022-01-30 14:00:00-08:00,1/30/2022,15,9.55191
28808,2022-01-30 15:00:00-08:00,1/30/2022,16,27.69289
28807,2022-01-30 16:00:00-08:00,1/30/2022,17,56.12389
28810,2022-01-30 17:00:00-08:00,1/30/2022,18,70.15538
28802,2022-01-30 18:00:00-08:00,1/30/2022,19,74.24261
28817,2022-01-30 19:00:00-08:00,1/30/2022,20,65.92398
28803,2022-01-30 20:00:00-08:00,1/30/2022,21,58.62075
28823,2022-01-30 21:00:00-08:00,1/30/2022,22,54.05568
28822,2022-01-30 22:00:00-08:00,1/30/2022,23,51.4911
28801,2022-01-30 23:00:00-08:00,1/30/2022,24,48.61181
28935,2022-01-31 00:00:00-08:00,1/31/2022,1,45.90762
28942,2022-01-31 01:00:00-08:00,1/31/2022,2,45.41059
28921,2022-01-31 02:00:00-08:00,1/31/2022,3,45.2532
28922,2022-01-31 03:00:00-08:00,1/31/2022,4,45.41094
28933,2022-01-31 04:00:00-08:00,1/31/2022,5,47.31553
28923,2022-01-31 05:00:00-08:00,1/31/2022,6,56.32211
28926,2022-01-31 06:00:00-08:00,1/31/2022,7,71.43434
28932,2022-01-31 07:00:00-08:00,1/31/2022,8,65.78543
28934,2022-01-31 08:00:00-08:00,1/31/2022,9,50.27329
28936,2022-01-31 09:00:00-08:00,1/31/2022,10,45.04773
28937,2022-01-31 10:00:00-08:00,1/31/2022,11,41.92434
28927,2022-01-31 11:00:00-08:00,1/31/2022,12,39.55505
28928,2022-01-31 12:00:00-08:00,1/31/2022,13,36.98423
28941,2022-01-31 13:00:00-08:00,1/31/2022,14,34.93088
28939,2022-01-31 14:00:00-08:00,1/31/2022,15,36.52135
28929,2022-01-31 15:00:00-08:00,1/31/2022,16,44.52025
28940,2022-01-31 16:00:00-08:00,1/31/2022,17,55.27641
28938,2022-01-31 17:00:00-08:00,1/31/2022,18,75.70988
28930,2022-01-31 18:00:00-08:00,1/31/2022,19,72.34
28920,2022-01-31 19:00:00-08:00,1/31/2022,20,63.55786
28931,2022-01-31 20:00:00-08:00,1/31/2022,21,58.77184
28924,2022-01-31 21:00:00-08:00,1/31/2022,22,54.14692
28943,2022-01-31 22:00:00-08:00,1/31/2022,23,51.45786
28925,2022-01-31 23:00:00-08:00,1/31/2022,24,48.42203
10943,2022-02-01 00:00:00-08:00,2022-02-01,1,47.5521
10934,2022-02-01 01:00:00-08:00,2022-02-01,2,46.85783
10939,2022-02-01 02:00:00-08:00,2022-02-01,3,46.25016
10935,2022-02-01 03:00:00-08:00,2022-02-01,4,46.49848
10927,2022-02-01 04:00:00-08:00,2022-02-01,5,46.93136
10922,2022-02-01 05:00:00-08:00,2022-02-01,6,51.42438
10928,2022-02-01 06:00:00-08:00,2022-02-01,7,72.0
10936,2022-02-01 07:00:00-08:00,2022-02-01,8,74.63
10923,2022-02-01 08:00:00-08:00,2022-02-01,9,55.91272
10932,2022-02-01 09:00:00-08:00,2022-02-01,10,43.27829
10933,2022-02-01 10:00:00-08:00,2022-02-01,11,39.43631
10930,2022-02-01 11:00:00-08:00,2022-02-01,12,33.93456
10924,2022-02-01 12:00:00-08:00,2022-02-01,13,30.79746
10931,2022-02-01 13:00:00-08:00,2022-02-01,14,28.58809
10937,2022-02-01 14:00:00-08:00,2022-02-01,15,30.56598
10925,2022-02-01 15:00:00-08:00,2022-02-01,16,41.63162
10938,2022-02-01 16:00:00-08:00,2022-02-01,17,57.57595
10941,2022-02-01 17:00:00-08:00,2022-02-01,18,78.49907
10942,2022-02-01 18:00:00-08:00,2022-02-01,19,77.70601
10926,2022-02-01 19:00:00-08:00,2022-02-01,20,69.22486
10921,2022-02-01 20:00:00-08:00,2022-02-01,21,67.92288
10920,2022-02-01 21:00:00-08:00,2022-02-01,22,62.92014
10929,2022-02-01 22:00:00-08:00,2022-02-01,23,51.78802
10940,2022-02-01 23:00:00-08:00,2022-02-01,24,50.7613
11042,2022-02-02 00:00:00-08:00,2022-02-02,1,57.07943
11052,2022-02-02 01:00:00-08:00,2022-02-02,2,56.50899
11040,2022-02-02 02:00:00-08:00,2022-02-02,3,56.08723
11054,2022-02-02 03:00:00-08:00,2022-02-02,4,56.37077
11060,2022-02-02 04:00:00-08:00,2022-02-02,5,57.9126
11050,2022-02-02 05:00:00-08:00,2022-02-02,6,65.29057
11049,2022-02-02 06:00:00-08:00,2022-02-02,7,83.13211
11059,2022-02-02 07:00:00-08:00,2022-02-02,8,84.58602
11048,2022-02-02 08:00:00-08:00,2022-02-02,9,55.86
11055,2022-02-02 09:00:00-08:00,2022-02-02,10,44.65921
11063,2022-02-02 10:00:00-08:00,2022-02-02,11,35.84892
11051,2022-02-02 11:00:00-08:00,2022-02-02,12,30.32836
11041,2022-02-02 12:00:00-08:00,2022-02-02,13,23.24661
11061,2022-02-02 13:00:00-08:00,2022-02-02,14,23.42361
11047,2022-02-02 14:00:00-08:00,2022-02-02,15,25.78589
11062,2022-02-02 15:00:00-08:00,2022-02-02,16,39.9394
11056,2022-02-02 16:00:00-08:00,2022-02-02,17,66.19944
11044,2022-02-02 17:00:00-08:00,2022-02-02,18,83.36059
11057,2022-02-02 18:00:00-08:00,2022-02-02,19,95.84
11043,2022-02-02 19:00:00-08:00,2022-02-02,20,81.79658
11045,2022-02-02 20:00:00-08:00,2022-02-02,21,76.1393
11053,2022-02-02 21:00:00-08:00,2022-02-02,22,71.07769
11046,2022-02-02 22:00:00-08:00,2022-02-02,23,59.3822
11058,2022-02-02 23:00:00-08:00,2022-02-02,24,56.45413
11165,2022-02-03 00:00:00-08:00,2022-02-03,1,62.96089
11173,2022-02-03 01:00:00-08:00,2022-02-03,2,62.59982
11160,2022-02-03 02:00:00-08:00,2022-02-03,3,61.7546
11180,2022-02-03 03:00:00-08:00,2022-02-03,4,61.8278
11174,2022-02-03 04:00:00-08:00,2022-02-03,5,64.30274
11183,2022-02-03 05:00:00-08:00,2022-02-03,6,71.73357
11166,2022-02-03 06:00:00-08:00,2022-02-03,7,104.20342
11169,2022-02-03 07:00:00-08:00,2022-02-03,8,86.20171
11175,2022-02-03 08:00:00-08:00,2022-02-03,9,62.70956
11181,2022-02-03 09:00:00-08:00,2022-02-03,10,46.95081
11161,2022-02-03 10:00:00-08:00,2022-02-03,11,43.50959
11182,2022-02-03 11:00:00-08:00,2022-02-03,12,34.47221
11162,2022-02-03 12:00:00-08:00,2022-02-03,13,34.53869
11163,2022-02-03 13:00:00-08:00,2022-02-03,14,33.51027
11178,2022-02-03 14:00:00-08:00,2022-02-03,15,35.56245
11172,2022-02-03 15:00:00-08:00,2022-02-03,16,50.6208
11164,2022-02-03 16:00:00-08:00,2022-02-03,17,74.55213
11179,2022-02-03 17:00:00-08:00,2022-02-03,18,99.09503
11171,2022-02-03 18:00:00-08:00,2022-02-03,19,113.03
11168,2022-02-03 19:00:00-08:00,2022-02-03,20,96.15069
11176,2022-02-03 20:00:00-08:00,2022-02-03,21,92.98725
11177,2022-02-03 21:00:00-08:00,2022-02-03,22,85.36575
11170,2022-02-03 22:00:00-08:00,2022-02-03,23,74.10788
11167,2022-02-03 23:00:00-08:00,2022-02-03,24,70.05944
11302,2022-02-04 00:00:00-08:00,2022-02-04,1,55.95945
11293,2022-02-04 01:00:00-08:00,2022-02-04,2,54.65252
11298,2022-02-04 02:00:00-08:00,2022-02-04,3,53.29246
11284,2022-02-04 03:00:00-08:00,2022-02-04,4,52.24233
11285,2022-02-04 04:00:00-08:00,2022-02-04,5,55.95226
11281,2022-02-04 05:00:00-08:00,2022-02-04,6,69.43315
